entity,coupled,degree,average-revs
plugins/catalog-graphql/src/index.ts,plugins/catalog-graphql/src/setupTests.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createIsMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createKindMatcher.ts,100,5
packages/cli-plugin-api/src/createCliPlugin.ts,packages/cli-plugin-api/src/types.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createHasMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createTypeMatcher.ts,100,5
packages/cli/src/modules/start/alpha.ts,packages/cli/src/modules/start/index.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createIsMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createTypeMatcher.ts,100,5
packages/cli-module-actions/src/commands/sourcesAdd.ts,packages/cli-module-actions/src/lib/resolveAuth.ts,100,5
plugins/graphql/src/index.ts,plugins/graphql/src/setupTests.ts,100,5
plugins/register-component/src/index.ts,plugins/register-component/src/plugin.ts,100,5
packages/cli-module-actions/src/commands/sourcesAdd.ts,packages/cli-module-actions/src/commands/sourcesRemove.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createKindMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createTypeMatcher.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createHasMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createKindMatcher.ts,100,5
packages/cli/src/modules/build/lib/optionsParser.ts,packages/cli/src/modules/lint/lib/optionsParser.ts,100,5
packages/cli-module-actions/src/commands/sourcesRemove.ts,packages/cli-module-actions/src/lib/resolveAuth.ts,100,5
plugins/azure-functions-backend/src/api/types.ts,plugins/azure-functions/src/api/types.ts,100,5
plugins/catalog/src/alpha/filter/matchers/createHasMatcher.ts,plugins/catalog/src/alpha/filter/matchers/createIsMatcher.ts,100,5
packages/cli/src/modules/config/commands/print.ts,packages/cli/src/modules/config/commands/schema.ts,100,5
plugins/github-actions/src/components/Widget/Widget.tsx,plugins/github-actions/src/components/Widget/index.ts,100,5
packages/cli/src/modules/config/commands/schema.ts,packages/cli/src/modules/config/commands/validate.ts,100,5
plugins/api-docs/src/components/ComponentsCards/ConsumingComponentsCard.tsx,plugins/api-docs/src/components/ComponentsCards/ProvidingComponentsCard.tsx,95,22
plugins/github-pull-requests-board/src/components/EntityTeamPullRequestsCard/EntityTeamPullRequestsCard.tsx,plugins/github-pull-requests-board/src/components/EntityTeamPullRequestsContent/EntityTeamPullRequestsContent.tsx,95,11
plugins/tech-insights-backend/src/service/fact/factRetrievers/entityMetadataFactRetriever.ts,plugins/tech-insights-backend/src/service/fact/factRetrievers/techdocsFactRetriever.ts,94,9
plugins/tech-insights-backend/src/service/fact/factRetrievers/entityOwnershipFactRetriever.ts,plugins/tech-insights-backend/src/service/fact/factRetrievers/techdocsFactRetriever.ts,94,9
packages/cli/src/modules/create-github-app/index.ts,packages/cli/src/modules/new/index.ts,94,9
plugins/github-actions/src/components/BuildDetailsPage/BuildDetailsPage.tsx,plugins/github-actions/src/components/BuildInfoCard/BuildInfoCard.tsx,93,8
packages/backend-common/src/context/Contexts.ts,packages/backend-common/src/context/types.ts,93,8
plugins/github-release-manager/src/cards/projectForm/Owner.tsx,plugins/github-release-manager/src/cards/projectForm/Repo.tsx,93,8
plugins/git-release-manager/src/features/CreateReleaseCandidate/CreateReleaseCandidate.tsx,plugins/git-release-manager/src/features/Patch/Patch.tsx,93,8
plugins/pagerduty/src/components/Escalation.tsx,plugins/pagerduty/src/components/Incidents.tsx,93,8
packages/ui/src/components/Toast/definition.ts,packages/ui/src/components/Toast/types.ts,92,14
plugins/catalog-backend/src/permissions/rules/hasLabel.ts,plugins/catalog-backend/src/permissions/rules/isEntityKind.ts,92,14
plugins/catalog-backend/src/permissions/rules/isEntityKind.ts,plugins/catalog-backend/src/permissions/rules/isEntityOwner.ts,92,14
plugins/catalog-backend/src/permissions/rules/hasLabel.ts,plugins/catalog-backend/src/permissions/rules/isEntityOwner.ts,92,14
packages/canon/src/components/Toolbar/Toolbar.tsx,packages/canon/src/components/Toolbar/types.ts,92,7
plugins/git-release-manager/src/features/CreateReleaseCandidate/CreateReleaseCandidate.tsx,plugins/git-release-manager/src/features/PromoteRc/PromoteRc.tsx,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/Timer.tsx,packages/cli/templates/default-app/plugins/welcome/src/index.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/index.ts,packages/cli/templates/default-app/plugins/welcome/src/plugin.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/index.ts,packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/index.ts,packages/cli/templates/default-app/plugins/welcome/src/index.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/index.ts,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,92,7
plugins/catalog-backend/src/ingestion/DescriptorParsers.ts,plugins/catalog-backend/src/ingestion/descriptors/ComponentDescriptorV1beta1Parser.ts,92,7
packages/backend-plugin-api/src/wiring/createBackendModule.ts,packages/backend-plugin-api/src/wiring/createBackendPlugin.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/index.ts,packages/cli/templates/default-app/plugins/welcome/src/plugin.ts,92,7
plugins/scaffolder/src/components/fields/EntityNamePicker/schema.ts,plugins/scaffolder/src/components/fields/EntityTagsPicker/schema.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/index.ts,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/Timer.tsx,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,92,7
plugins/git-release-manager/src/features/CreateReleaseCandidate/CreateReleaseCandidate.tsx,plugins/git-release-manager/src/features/PromoteRc/PromoteRcBody.tsx,92,7
plugins/kubernetes-backend/src/auth/AksStrategy.ts,plugins/kubernetes-backend/src/auth/AzureIdentityStrategy.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/index.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/index.ts,packages/cli/templates/default-app/plugins/welcome/src/index.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/Timer.tsx,packages/cli/templates/default-app/plugins/welcome/src/plugin.ts,92,7
packages/cli/templates/default-app/plugins/welcome/src/components/Timer/Timer.tsx,packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,92,7
plugins/kubernetes-backend/src/auth/AzureIdentityStrategy.ts,plugins/kubernetes-backend/src/auth/OidcStrategy.ts,92,7
plugins/kubernetes-backend/src/auth/AzureIdentityStrategy.ts,plugins/kubernetes-backend/src/auth/GoogleStrategy.ts,92,7
plugins/api-docs/src/components/ApisCards/ConsumedApisCard.tsx,plugins/api-docs/src/components/ApisCards/ProvidedApisCard.tsx,90,26
packages/cli/src/modules/translations/commands/export.ts,packages/cli/src/modules/translations/commands/import.ts,90,10
plugins/azure-functions-backend/src/api/types.ts,plugins/azure-functions-backend/src/service/router.ts,90,6
packages/canon/src/components/Header/HeaderTabs.tsx,packages/canon/src/components/Header/HeaderTabsIndicators.tsx,90,6
plugins/inventory-backend/src/inventory/StaticInventory.ts,plugins/inventory-backend/src/service/router.ts,90,6
plugins/events-backend/src/service/DefaultEventBroker.ts,plugins/events-backend/src/service/EventsBackend.ts,90,6
packages/cli/src/modules/config/commands/docs.ts,packages/cli/src/modules/config/commands/schema.ts,90,6
packages/frontend-plugin-api/src/blueprints/ThemeBlueprint.ts,packages/frontend-plugin-api/src/blueprints/TranslationBlueprint.ts,90,6
packages/cli/src/modules/config/commands/docs.ts,packages/cli/src/modules/config/commands/validate.ts,90,6
plugins/user-settings/src/components/PinButton.tsx,plugins/user-settings/src/components/ThemeToggle.tsx,90,6
plugins/signals-react/src/api/SignalsApi.ts,plugins/signals-react/src/hooks/useSignalsApi.ts,90,6
plugins/azure-functions-backend/src/service/router.ts,plugins/azure-functions/src/api/types.ts,90,6
packages/backend-defaults/src/entrypoints/auth/external/legacy.ts,packages/backend-defaults/src/entrypoints/auth/external/types.ts,90,6
packages/backend-app-api/src/services/implementations/tokenManagerService.ts,packages/backend-app-api/src/services/implementations/urlReaderService.ts,90,6
plugins/inventory-backend/src/inventory/AggregatorInventory.ts,plugins/inventory-backend/src/service/router.ts,90,6
plugins/splunk-on-call/src/index.ts,plugins/splunk-on-call/src/plugin.ts,90,6
packages/backend-app-api/src/services/implementations/configService.ts,packages/backend-app-api/src/services/implementations/tokenManagerService.ts,90,6
plugins/api-docs/src/components/ApisCards/ApisTable.tsx,plugins/api-docs/src/components/ComponentsCards/ComponentsTable.tsx,90,6
packages/cli/src/modules/config/commands/docs.ts,packages/cli/src/modules/config/commands/print.ts,90,6
packages/cli-node/src/parallel/index.ts,packages/cli-node/src/parallel/parallel.ts,90,6
plugins/techdocs-node/src/stages/prepare/dir.ts,plugins/techdocs-node/src/stages/prepare/url.ts,90,6
packages/canon/src/components/Tabs/Tabs.tsx,packages/canon/src/components/Tabs/index.ts,90,6
packages/ui/src/components/Toast/Toast.tsx,packages/ui/src/components/Toast/definition.ts,88,13
plugins/signals-react/src/api/SignalApi.ts,plugins/signals/src/api/SignalClient.ts,88,9
plugins/git-release-manager/src/api/GitReleaseApiClient.ts,plugins/git-release-manager/src/test-helpers/test-helpers.ts,87,36
packages/cli-node/src/roles/PackageRoles.ts,packages/cli-node/src/roles/types.ts,87,8
packages/core-plugin-api/src/app/useApp.tsx,packages/core-plugin-api/src/routing/useRouteRef.tsx,87,8
packages/backend-defaults/src/entrypoints/systemMetadata/lib/DefaultSystemMetadataService.ts,packages/backend-plugin-api/src/services/definitions/SystemMetadataService.ts,87,8
packages/backend-common/src/util/ContainerRunner.ts,packages/backend-common/src/util/DockerContainerRunner.ts,87,8
plugins/catalog-backend/src/permissions/rules/hasAnnotation.ts,plugins/catalog-backend/src/permissions/rules/isEntityKind.ts,86,15
plugins/catalog-backend/src/permissions/rules/createPropertyRule.ts,plugins/catalog-backend/src/permissions/rules/hasAnnotation.ts,86,15
plugins/catalog-backend/src/permissions/rules/hasAnnotation.ts,plugins/catalog-backend/src/permissions/rules/hasLabel.ts,86,15
plugins/catalog-backend/src/permissions/rules/hasAnnotation.ts,plugins/catalog-backend/src/permissions/rules/isEntityOwner.ts,86,15
packages/integration/src/github/GitHubIntegration.ts,packages/integration/src/gitlab/GitLabIntegration.ts,86,12
plugins/notifications/src/api/NotificationsApi.ts,plugins/notifications/src/api/NotificationsClient.ts,85,18
plugins/catalog-react/src/alpha/predicates/createEntityPredicateSchema.ts,plugins/catalog-react/src/alpha/predicates/types.ts,85,11
plugins/github-actions/src/components/BuildInfoCard/BuildInfoCard.tsx,plugins/github-actions/src/components/BuildListPage/BuildListPage.tsx,85,7
packages/ui/src/components/ToggleButtonGroup/ToggleButtonGroup.tsx,packages/ui/src/components/ToggleButtonGroup/types.ts,85,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,85,7
plugins/kubernetes/src/components/CustomResources/ArgoRollouts/Rollout.tsx,plugins/kubernetes/src/components/DeploymentsAccordions/DeploymentsAccordions.tsx,85,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,packages/cli/templates/default-app/plugins/welcome/src/plugin.ts,85,7
plugins/home/src/api/CoreStorageVisitsApi.ts,plugins/home/src/api/LocalStorageVisitsApi.ts,85,7
plugins/catalog-graph/src/components/CatalogGraphPage/SelectedKindsFilter.tsx,plugins/catalog-graph/src/components/CatalogGraphPage/SelectedRelationsFilter.tsx,85,7
plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectDeployTokenAction.ts,plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectVariableAction.ts,85,7
plugins/azure-devops-backend/src/api/index.ts,plugins/azure-devops-backend/src/index.ts,85,7
packages/cli/templates/default-app/plugins/welcome/src/plugin.ts,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,85,7
plugins/scaffolder/src/components/fields/EntityPicker/index.ts,plugins/scaffolder/src/components/fields/OwnerPicker/index.ts,85,7
plugins/git-release-manager/src/features/Patch/Patch.tsx,plugins/git-release-manager/src/features/PromoteRc/PromoteRc.tsx,85,7
plugins/github-release-manager/src/cards/projectForm/Owner.tsx,plugins/github-release-manager/src/cards/projectForm/VersioningStrategy.tsx,85,7
plugins/azure-functions-backend/src/api/AzureWebManagementApi.ts,plugins/azure-functions/src/api/AzureFunctionsBackendClient.ts,85,7
packages/backend-defaults/src/entrypoints/systemMetadata/lib/DefaultSystemMetadataService.ts,packages/backend-defaults/src/entrypoints/systemMetadata/lib/createSystemMetadataRouter.ts,85,7
packages/cli/templates/default-app/plugins/welcome/src/index.ts,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,85,7
packages/cli/templates/default-app/plugins/welcome/src/components/WelcomePage/WelcomePage.tsx,packages/cli/templates/default-app/plugins/welcome/src/index.ts,85,7
plugins/scaffolder/src/components/fields/EntityTagsPicker/schema.ts,plugins/scaffolder/src/components/fields/OwnedEntityPicker/schema.ts,85,7
packages/ui/src/components/Table/hooks/types.ts,packages/ui/src/components/Table/hooks/useTable.ts,85,7
plugins/kubernetes-backend/src/auth/AwsIamStrategy.ts,plugins/kubernetes-backend/src/auth/AzureIdentityStrategy.ts,85,7
plugins/git-release-manager/src/features/Patch/Patch.tsx,plugins/git-release-manager/src/features/PromoteRc/PromoteRcBody.tsx,85,7
packages/core/src/layout/SignInPage/commonProvider.tsx,packages/core/src/layout/SignInPage/types.ts,85,7
plugins/shortcuts/src/AddShortcut.tsx,plugins/shortcuts/src/EditShortcut.tsx,84,13
packages/core/src/api/plugin/Plugin.tsx,packages/core/src/api/plugin/types.ts,84,10
plugins/bazaar/src/components/InputField/InputField.tsx,plugins/bazaar/src/components/ProjectDialog/ProjectDialog.tsx,84,10
plugins/catalog/src/components/HasSubcomponentsCard/HasSubcomponentsCard.tsx,plugins/catalog/src/components/HasSystemsCard/HasSystemsCard.tsx,83,22
plugins/catalog-backend/src/ingestion/processors/AzureApiReaderProcessor.ts,plugins/catalog-backend/src/ingestion/processors/BitbucketApiReaderProcessor.ts,83,12
packages/core-plugin-api/src/analytics/index.ts,packages/core-plugin-api/src/analytics/types.ts,83,6
plugins/stackstorm/src/components/ActionsList/ActionsList.tsx,plugins/stackstorm/src/components/ExecutionsTable/ExecutionPanel.tsx,83,6
packages/frontend-plugin-api/src/blueprints/IconBundleBlueprint.ts,packages/frontend-plugin-api/src/blueprints/ThemeBlueprint.ts,83,6
plugins/azure-functions-backend/src/api/AzureWebManagementApi.ts,plugins/azure-functions-backend/src/api/types.ts,83,6
packages/backend-app-api/src/services/implementations/configService.ts,packages/backend-app-api/src/services/implementations/loggerService.ts,83,6
packages/frontend-plugin-api/src/apis/definitions/ToastApi.ts,plugins/app/src/apis/ToastApiForwarder.ts,83,6
packages/ui/src/components/Flex/definition.ts,packages/ui/src/components/Grid/definition.ts,83,6
plugins/scaffolder/src/components/fields/EntityTagsPicker/index.ts,plugins/scaffolder/src/components/fields/OwnedEntityPicker/index.ts,83,6
packages/docgen/src/docgen/GitHubMarkdownPrinter.ts,packages/docgen/src/docgen/TechdocsMarkdownPrinter.ts,83,6
plugins/circleci/src/pages/DetailedViewPage/lib/ActionOutput/ActionOutput.tsx,plugins/circleci/src/state/models/buildWithSteps.ts,83,6
packages/backend-common/src/context/RootContext.ts,packages/backend-common/src/context/ValueContext.ts,83,6
plugins/azure-functions-backend/src/service/router.ts,plugins/azure-functions/src/mocks/mocks.ts,83,6
plugins/playlist/src/components/CreatePlaylistButton/CreatePlaylistButton.tsx,plugins/playlist/src/components/PlaylistList/PlaylistList.tsx,83,6
plugins/catalog/src/alpha/filter/matchers/createTypeMatcher.ts,plugins/catalog/src/alpha/filter/parseFilterExpression.ts,83,6
packages/docgen/src/docgen/ApiDocsPrinter.ts,packages/docgen/src/docgen/GitHubMarkdownPrinter.ts,83,6
plugins/catalog/src/alpha/filter/matchers/createIsMatcher.ts,plugins/catalog/src/alpha/filter/parseFilterExpression.ts,83,6
packages/frontend-plugin-api/src/apis/definitions/ToastApi.ts,plugins/app/src/components/Toast/types.ts,83,6
packages/backend-common/src/context/AbortContext.ts,packages/backend-common/src/context/Contexts.ts,83,6
plugins/catalog/src/alpha/filter/matchers/createKindMatcher.ts,plugins/catalog/src/alpha/filter/parseFilterExpression.ts,83,6
plugins/catalog/src/alpha/filter/matchers/createHasMatcher.ts,plugins/catalog/src/alpha/filter/parseFilterExpression.ts,83,6
packages/cli/templates/default-app/packages/app/src/setupTests.ts,packages/cli/templates/default-app/plugins/welcome/src/setupTests.ts,83,6
packages/cli/src/commands/onboard/auth/github/index.ts,packages/cli/src/commands/onboard/auth/gitlab/index.ts,83,6
plugins/techdocs-backend/src/techdocs/stages/prepare/index.ts,plugins/techdocs-backend/src/techdocs/stages/prepare/types.ts,83,6
packages/backend-app-api/src/services/implementations/loggerService.ts,packages/backend-app-api/src/services/implementations/urlReaderService.ts,83,6
plugins/azure-functions-backend/src/service/router.ts,plugins/azure-functions/src/plugin.ts,83,6
packages/backend-common/src/context/Contexts.ts,packages/backend-common/src/context/ValueContext.ts,83,6
plugins/azure-functions-backend/src/api/AzureWebManagementApi.ts,plugins/azure-functions/src/api/types.ts,83,6
packages/backend-common/src/context/AbortContext.ts,packages/backend-common/src/context/RootContext.ts,83,6
plugins/azure-functions/src/api/AzureFunctionsBackendClient.ts,plugins/azure-functions/src/components/AzureFunctionsOverviewComponent/AzureFunctionsOverview.tsx,83,6
packages/cli/src/commands/install/install.ts,packages/cli/src/commands/install/types.ts,83,6
plugins/app/src/extensions/IconsApi.ts,plugins/app/src/extensions/TranslationsApi.tsx,83,6
plugins/search-backend-node/src/indexing/BatchSearchEngineIndexer.ts,plugins/search-backend-node/src/indexing/DecoratorBase.ts,83,6
plugins/devtools/src/components/DefaultDevToolsPage/DefaultDevToolsPage.tsx,plugins/devtools/src/components/DevToolsPage/DevToolsPage.tsx,82,9
packages/errors/src/errors/ResponseError.ts,packages/errors/src/serialization/response.ts,82,9
plugins/scaffolder-backend-module-github/src/actions/githubAutolinks.ts,plugins/scaffolder-backend-module-github/src/actions/githubIssuesLabel.ts,82,9
plugins/circleci/src/state/useBuildWithSteps.ts,plugins/circleci/src/state/useBuilds.tsx,82,9
packages/cli/src/modules/create-github-app/index.ts,packages/cli/src/modules/maintenance/index.ts,82,9
plugins/scaffolder/src/components/fields/OwnedEntityPicker/schema.ts,plugins/scaffolder/src/components/fields/OwnerPicker/schema.ts,82,9
plugins/scaffolder-backend-module-github/src/actions/githubDeployKey.ts,plugins/scaffolder-backend-module-github/src/actions/githubIssuesLabel.ts,82,9
packages/cli/src/modules/create-github-app/index.ts,packages/cli/src/modules/migrate/index.ts,82,9
packages/cli/src/modules/create-github-app/index.ts,packages/cli/src/modules/test/index.ts,82,9
plugins/api-docs/src/components/ApisCards/ConsumedApisCard.tsx,plugins/api-docs/src/components/ApisCards/HasApisCard.tsx,81,22
packages/config-loader/src/lib/schema/load.ts,packages/config-loader/src/lib/schema/types.ts,81,19
packages/ui/src/components/Toast/Toast.tsx,packages/ui/src/components/Toast/types.ts,81,14
plugins/bazaar/src/components/EntityBazaarInfoContent/EntityBazaarInfoContent.tsx,plugins/bazaar/src/components/HomePageBazaarInfoCard/HomePageBazaarInfoCard.tsx,81,14
packages/canon/src/components/Icon/icons.ts,packages/canon/src/components/Icon/types.ts,81,11
plugins/splunk-on-call/src/api/client.ts,plugins/splunk-on-call/src/api/types.ts,81,11
plugins/github-release-manager/src/cards/createRc/CreateRc.tsx,plugins/github-release-manager/src/cards/promoteRc/PromoteRcBody.tsx,81,11
plugins/catalog-backend/src/ingestion/processors/BitbucketApiReaderProcessor.ts,plugins/catalog-backend/src/ingestion/processors/GitlabApiReaderProcessor.ts,80,13
packages/ui/src/components/Flex/Flex.tsx,packages/ui/src/components/Grid/Grid.tsx,80,13
plugins/catalog-backend/src/ingestion/processors/AzureApiReaderProcessor.ts,plugins/catalog-backend/src/ingestion/processors/GitlabApiReaderProcessor.ts,80,13
plugins/scaffolder-backend-module-github/src/actions/githubDeployKey.ts,plugins/scaffolder-backend-module-github/src/actions/githubPagesEnable.ts,80,10
plugins/signals-node/src/SignalService.ts,plugins/signals-react/src/api/SignalApi.ts,80,10
plugins/kubernetes/src/components/DeploymentsAccordions/DeploymentsAccordions.tsx,plugins/kubernetes/src/components/IngressesAccordions/IngressesAccordions.tsx,80,8
plugins/catalog/src/filter/EntityFilterGroupsProvider.tsx,plugins/catalog/src/filter/useFilteredEntities.ts,80,8
plugins/kubernetes-backend/src/auth/AwsIamStrategy.ts,plugins/kubernetes-backend/src/auth/GoogleStrategy.ts,80,8
packages/canon/src/components/Link/Link.tsx,packages/canon/src/components/Link/types.ts,80,8
plugins/kubernetes-backend/src/auth/AwsIamStrategy.ts,plugins/kubernetes-backend/src/auth/OidcStrategy.ts,80,8
plugins/catalog-backend/src/next/CatalogProcessingEngineImpl.ts,plugins/catalog-backend/src/next/database/ProcessingDatabaseImpl.ts,80,8
plugins/ilert/src/api/client.ts,plugins/ilert/src/types.ts,80,8
plugins/ilert/src/api/types.ts,plugins/ilert/src/types.ts,80,8
packages/backend-common/src/context/RootContext.ts,packages/backend-common/src/context/types.ts,80,8
packages/catalog-model/src/validation/makeValidator.ts,packages/catalog-model/src/validation/types.ts,80,8
plugins/scaffolder/src/components/fields/EntityNamePicker/schema.ts,plugins/scaffolder/src/components/fields/OwnedEntityPicker/schema.ts,80,8
plugins/scaffolder/src/components/fields/EntityTagsPicker/schema.ts,plugins/scaffolder/src/components/fields/OwnerPicker/schema.ts,80,8
plugins/github-actions/src/components/BuildDetailsPage/BuildDetailsPage.tsx,plugins/github-actions/src/components/BuildListPage/BuildListPage.tsx,80,8
plugins/kubernetes-backend/src/auth/AksStrategy.ts,plugins/kubernetes-backend/src/auth/AwsIamStrategy.ts,80,8
plugins/github-release-manager/src/cards/projectForm/Repo.tsx,plugins/github-release-manager/src/cards/projectForm/VersioningStrategy.tsx,80,8
plugins/catalog-import/src/components/ComponentConfigDisplay.tsx,plugins/catalog-import/src/components/ImportFinished.tsx,80,8
plugins/catalog/src/filter/EntityFilterGroupsProvider.tsx,plugins/catalog/src/filter/context.ts,80,8
packages/canon/src/components/Field/Field.tsx,packages/canon/src/components/Input/Input.tsx,80,8
plugins/pagerduty/src/api/client.ts,plugins/pagerduty/src/api/types.ts,79,27
plugins/api-docs/src/components/ApisCards/ConsumedApisCard.tsx,plugins/api-docs/src/components/ComponentsCards/ConsumingComponentsCard.tsx,78,23
plugins/search-backend-module-elasticsearch/src/engines/index.ts,plugins/search-backend-module-elasticsearch/src/index.ts,78,14
plugins/catalog-backend/src/permissions/rules/createPropertyRule.ts,plugins/catalog-backend/src/permissions/rules/isEntityOwner.ts,78,14
plugins/app/src/extensions/index.ts,plugins/app/src/plugin.ts,78,14
plugins/catalog-backend/src/permissions/rules/createPropertyRule.ts,plugins/catalog-backend/src/permissions/rules/isEntityKind.ts,78,14
plugins/catalog-backend/src/permissions/rules/createPropertyRule.ts,plugins/catalog-backend/src/permissions/rules/hasLabel.ts,78,14
packages/integration/src/azure/AzureIntegration.ts,packages/integration/src/types.ts,78,12
packages/integration/src/bitbucket/BitbucketIntegration.ts,packages/integration/src/github/GitHubIntegration.ts,78,12
plugins/kubernetes-common/src/index.ts,plugins/kubernetes-common/src/permissions.ts,78,12
packages/integration/src/github/GitHubIntegration.ts,packages/integration/src/types.ts,78,12
packages/ui/src/components/Toast/ToastRegion.tsx,packages/ui/src/components/Toast/definition.ts,78,12
plugins/catalog/src/components/HasComponentsCard/HasComponentsCard.tsx,plugins/catalog/src/components/HasSystemsCard/HasSystemsCard.tsx,77,18
plugins/search-backend-module-pg/src/database/DatabaseDocumentStore.ts,plugins/search-backend-module-pg/src/database/types.ts,77,16
packages/cli/src/modules/maintenance/index.ts,packages/cli/src/modules/migrate/index.ts,77,9
plugins/ilert/src/api/client.ts,plugins/ilert/src/api/types.ts,77,9
packages/cli/src/modules/maintenance/index.ts,packages/cli/src/modules/test/index.ts,77,9
packages/cli/src/modules/new/index.ts,packages/cli/src/modules/test/index.ts,77,9
packages/cli/src/modules/maintenance/index.ts,packages/cli/src/modules/new/index.ts,77,9
plugins/scaffolder-backend-module-github/src/actions/githubAutolinks.ts,plugins/scaffolder-backend-module-github/src/actions/githubDeployKey.ts,77,9
packages/cli/src/modules/migrate/index.ts,packages/cli/src/modules/new/index.ts,77,9
plugins/catalog-react/src/alpha/converters/convertLegacyEntityCardExtension.tsx,plugins/catalog-react/src/alpha/converters/convertLegacyEntityContentExtension.tsx,77,9
plugins/badges-backend/src/lib/BadgeBuilder/DefaultBadgeBuilder.ts,plugins/badges-backend/src/lib/BadgeBuilder/types.ts,77,9
